task,task_type,seed,outer_fold,variant,candidate_count,policy,selected_candidate,selected_representation,selected_family,outer_utility,oracle_candidate,oracle_utility,raw_regret,normalized_regret
freesolv,regression,11,1,full_multiview,12,fixed_morgan_rf,morgan512__random_forest,morgan512,random_forest,-2.5326980750742956,multiview__linear,-1.293868919977676,1.2388291550966195,0.2533304690251822
freesolv,regression,11,1,full_multiview,12,validation_best,rdkit2d__lightgbm,rdkit2d,lightgbm,-1.4146426187997747,multiview__linear,-1.293868919977676,0.12077369882209865,0.02469723742183167
freesolv,regression,11,1,full_multiview,12,one_se_stable,multiview__lightgbm,multiview,lightgbm,-1.417379258904852,multiview__linear,-1.293868919977676,0.12351033892717589,0.025256858026916858
freesolv,regression,11,1,full_multiview,12,risk_adjusted,multiview__lightgbm,multiview,lightgbm,-1.417379258904852,multiview__linear,-1.293868919977676,0.12351033892717589,0.025256858026916858
freesolv,regression,11,1,full_multiview,12,test_oracle,multiview__linear,multiview,linear,-1.293868919977676,multiview__linear,-1.293868919977676,0.0,0.0
freesolv,regression,11,1,morgan_only,3,fixed_morgan_rf,morgan512__random_forest,morgan512,random_forest,-2.5326980750742956,morgan512__lightgbm,-2.244413831118366,0.28828424395592966,0.07317554587089255
freesolv,regression,11,1,morgan_only,3,validation_best,morgan512__lightgbm,morgan512,lightgbm,-2.244413831118366,morgan512__lightgbm,-2.244413831118366,0.0,0.0
freesolv,regression,11,1,morgan_only,3,one_se_stable,morgan512__lightgbm,morgan512,lightgbm,-2.244413831118366,morgan512__lightgbm,-2.244413831118366,0.0,0.0
freesolv,regression,11,1,morgan_only,3,risk_adjusted,morgan512__lightgbm,morgan512,lightgbm,-2.244413831118366,morgan512__lightgbm,-2.244413831118366,0.0,0.0
freesolv,regression,11,1,morgan_only,3,test_oracle,morgan512__lightgbm,morgan512,lightgbm,-2.244413831118366,morgan512__lightgbm,-2.244413831118366,0.0,0.0
freesolv,regression,11,1,fingerprints_only,6,fixed_morgan_rf,morgan512__random_forest,morgan512,random_forest,-2.5326980750742956,maccs__lightgbm,-1.3343761110801813,1.1983219639941143,0.24709385336235298
freesolv,regression,11,1,fingerprints_only,6,validation_best,maccs__linear,maccs,linear,-1.8781053470394642,maccs__lightgbm,-1.3343761110801813,0.5437292359592829,0.1121169069213582
freesolv,regression,11,1,fingerprints_only,6,one_se_stable,maccs__lightgbm,maccs,lightgbm,-1.3343761110801813,maccs__lightgbm,-1.3343761110801813,0.0,0.0
freesolv,regression,11,1,fingerprints_only,6,risk_adjusted,maccs__linear,maccs,linear,-1.8781053470394642,maccs__lightgbm,-1.3343761110801813,0.5437292359592829,0.1121169069213582
freesolv,regression,11,1,fingerprints_only,6,test_oracle,maccs__lightgbm,maccs,lightgbm,-1.3343761110801813,maccs__lightgbm,-1.3343761110801813,0.0,0.0
freesolv,regression,11,1,no_multiview_concat,9,fixed_morgan_rf,morgan512__random_forest,morgan512,random_forest,-2.5326980750742956,maccs__lightgbm,-1.3343761110801813,1.1983219639941143,0.24709385336235298
freesolv,regression,11,1,no_multiview_concat,9,validation_best,rdkit2d__lightgbm,rdkit2d,lightgbm,-1.4146426187997747,maccs__lightgbm,-1.3343761110801813,0.08026650771959343,0.01655094480807731
freesolv,regression,11,1,no_multiview_concat,9,one_se_stable,maccs__lightgbm,maccs,lightgbm,-1.3343761110801813,maccs__lightgbm,-1.3343761110801813,0.0,0.0
freesolv,regression,11,1,no_multiview_concat,9,risk_adjusted,rdkit2d__lightgbm,rdkit2d,lightgbm,-1.4146426187997747,maccs__lightgbm,-1.3343761110801813,0.08026650771959343,0.01655094480807731
freesolv,regression,11,1,no_multiview_concat,9,test_oracle,maccs__lightgbm,maccs,lightgbm,-1.3343761110801813,maccs__lightgbm,-1.3343761110801813,0.0,0.0
